edge_type_id target_query source_query weight_sigma distance_range weight_function target_sections dynamics_params syn_weight delay model_template
1463 node_type_id=='480124551' pop_name=='i6Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 6.0823107893999985e-05 0.9 exp2syn
1464 node_type_id=='484679812' pop_name=='i6Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.00020187272196699999 0.9 exp2syn
1465 node_type_id=='485836906' pop_name=='i6Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 7.56407531405e-05 0.9 exp2syn
1466 node_type_id=='486502127' pop_name=='i6Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 5.382562527e-05 0.9 exp2syn
1467 node_type_id=='314642645' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000262194274634 1.3 exp2syn
1468 node_type_id=='324025371' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000306787809874 1.3 exp2syn
1469 node_type_id=='329550137' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00039656748036000016 1.3 exp2syn
1470 node_type_id=='473020156' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000313298744574 1.3 exp2syn
1471 node_type_id=='476616076' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000380338341921 1.3 exp2syn
1472 node_type_id=='479179020' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00055060337613 1.3 exp2syn
1473 node_type_id=='480087928' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000312124953988 1.3 exp2syn
1474 node_type_id=='480124551' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00029716033396700003 1.3 exp2syn
1475 node_type_id=='484679812' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000668002438966 1.3 exp2syn
1476 node_type_id=='485836906' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00043791682220999995 1.3 exp2syn
1477 node_type_id=='486502127' pop_name=='e4Scnn1a' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00027283224341900005 1.3 exp2syn
1478 node_type_id=='473943881' pop_name=='e4Scnn1a' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.000680787925839 1.5 exp2syn
1479 node_type_id=='314642645' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 2.10347278688e-05 0.9 exp2syn
1480 node_type_id=='324025371' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 3.09300058909e-05 0.9 exp2syn
1481 node_type_id=='329550137' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 5.6852984568e-05 0.9 exp2syn
1482 node_type_id=='473020156' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 4.22563019509e-05 0.9 exp2syn
1483 node_type_id=='476616076' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 5.7787434555e-05 0.9 exp2syn
1484 node_type_id=='479179020' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 4.35204589907e-05 0.9 exp2syn
1485 node_type_id=='480087928' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 2.46452087605e-05 0.9 exp2syn
1486 node_type_id=='480124551' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 2.75306124882e-05 0.9 exp2syn
1487 node_type_id=='484679812' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 8.99061112155e-05 0.9 exp2syn
1488 node_type_id=='485836906' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 3.44496541432e-05 0.9 exp2syn
1489 node_type_id=='486502127' pop_name=='i23Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 2.43643406668e-05 0.9 exp2syn
1490 node_type_id=='473943881' pop_name=='i23Pvalb' 50.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal""]" GABA_InhToInh.json 0.000153634485412 1.2 exp2syn
1491 node_type_id=='314642645' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000262194274634 1.3 exp2syn
1492 node_type_id=='324025371' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000306787809874 1.3 exp2syn
1493 node_type_id=='329550137' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00039656748036000016 1.3 exp2syn
1494 node_type_id=='473020156' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000313298744574 1.3 exp2syn
1495 node_type_id=='476616076' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000380338341921 1.3 exp2syn
1496 node_type_id=='479179020' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00055060337613 1.3 exp2syn
1497 node_type_id=='480087928' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000312124953988 1.3 exp2syn
1498 node_type_id=='480124551' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00029716033396700003 1.3 exp2syn
1499 node_type_id=='484679812' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000668002438966 1.3 exp2syn
1500 node_type_id=='485836906' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00043791682220999995 1.3 exp2syn
1501 node_type_id=='486502127' pop_name=='e4other' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00027283224341900005 1.3 exp2syn
1502 node_type_id=='473943881' pop_name=='e4other' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.000680787925839 1.5 exp2syn
1503 node_type_id=='314642645' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 7.843797254800001e-05 0.9 exp2syn
1504 node_type_id=='324025371' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.00011531135495999999 0.9 exp2syn
1505 node_type_id=='329550137' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.00021329762315599996 0.9 exp2syn
1506 node_type_id=='473020156' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.000157823935246 0.9 exp2syn
1507 node_type_id=='476616076' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.00021582872424299998 0.9 exp2syn
1508 node_type_id=='479179020' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.00016283245493299998 0.9 exp2syn
1509 node_type_id=='480087928' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 9.17556634815e-05 0.9 exp2syn
1510 node_type_id=='480124551' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.00010284758287299999 0.9 exp2syn
1511 node_type_id=='484679812' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.00033763460248400004 0.9 exp2syn
1512 node_type_id=='485836906' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 0.000128438983336 0.9 exp2syn
1513 node_type_id=='486502127' pop_name=='i4Pvalb' 90.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal"", ""apical""]" GABA_InhToExc.json 9.101597820000001e-05 0.9 exp2syn
1514 node_type_id=='473943881' pop_name=='i4Pvalb' 50.0 "[0.0, 50.0]" DirectionRule_others "[""somatic"", ""basal""]" GABA_InhToInh.json 0.000153634485412 1.2 exp2syn
1515 node_type_id=='314642645' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000262194274634 1.3 exp2syn
1516 node_type_id=='314642645' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000262194274634 1.3 exp2syn
1517 node_type_id=='324025371' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000306787809874 1.3 exp2syn
1518 node_type_id=='324025371' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000306787809874 1.3 exp2syn
1519 node_type_id=='329550137' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00039656748036000016 1.3 exp2syn
1520 node_type_id=='329550137' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00039656748036000016 1.3 exp2syn
1521 node_type_id=='473020156' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000313298744574 1.3 exp2syn
1522 node_type_id=='473020156' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000313298744574 1.3 exp2syn
1523 node_type_id=='476616076' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000380338341921 1.3 exp2syn
1524 node_type_id=='476616076' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000380338341921 1.3 exp2syn
1525 node_type_id=='479179020' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00055060337613 1.3 exp2syn
1526 node_type_id=='480087928' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000312124953988 1.3 exp2syn
1527 node_type_id=='480087928' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000312124953988 1.3 exp2syn
1528 node_type_id=='480124551' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00029716033396700003 1.3 exp2syn
1529 node_type_id=='480124551' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00029716033396700003 1.3 exp2syn
1530 node_type_id=='484679812' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000668002438966 1.3 exp2syn
1531 node_type_id=='485836906' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00043791682220999995 1.3 exp2syn
1532 node_type_id=='485836906' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00043791682220999995 1.3 exp2syn
1533 node_type_id=='486502127' pop_name=='e4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00027283224341900005 1.3 exp2syn
1534 node_type_id=='486502127' pop_name=='LIFe4Rorb' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00027283224341900005 1.3 exp2syn
1535 node_type_id=='327962063' pop_name=='LIFe4Rorb' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.000467628202858 1.5 exp2syn
1536 node_type_id=='469753383' pop_name=='LIFe4Rorb' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.000480151116866 1.5 exp2syn
1537 node_type_id=='473943881' pop_name=='e4Rorb' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.000680787925839 1.5 exp2syn
1538 node_type_id=='474267418' pop_name=='LIFe4Rorb' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.000181197413839 1.5 exp2syn
1539 node_type_id=='475622680' pop_name=='LIFe4Rorb' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.00047587980586699994 1.5 exp2syn
1540 node_type_id=='475622793' pop_name=='LIFe4Rorb' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.0006408572476970001 1.5 exp2syn
1541 node_type_id=='314642645' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 3.85268601666e-05 1.5 exp2syn
1542 node_type_id=='324025371' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 5.1674649353999994e-05 1.5 exp2syn
1543 node_type_id=='329550137' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.000106616291476 1.5 exp2syn
1544 node_type_id=='473020156' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 7.180475092199999e-05 1.5 exp2syn
1545 node_type_id=='476616076' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.000103855384954 1.5 exp2syn
1546 node_type_id=='479179020' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 9.42243435975e-05 1.5 exp2syn
1547 node_type_id=='480087928' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 4.34745057339e-05 1.5 exp2syn
1548 node_type_id=='480124551' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 5.92422684645e-05 1.5 exp2syn
1549 node_type_id=='484679812' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.00024937266732 1.5 exp2syn
1550 node_type_id=='485836906' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 6.615767400899999e-05 1.5 exp2syn
1551 node_type_id=='486502127' pop_name=='i4Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 4.79245586861e-05 1.5 exp2syn
1552 node_type_id=='473943881' pop_name=='i4Htr3a' 50.0 "[50.0, 300.0]" DirectionRule_others "[""basal""]" GABA_InhToInh.json 0.000178549430813 1.5 exp2syn
1553 node_type_id=='314642645' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 4.27404797454e-05 1.5 exp2syn
1554 node_type_id=='324025371' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 5.1712625514e-05 1.5 exp2syn
1555 node_type_id=='329550137' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.000119186795963 1.5 exp2syn
1556 node_type_id=='473020156' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 7.32498200275e-05 1.5 exp2syn
1557 node_type_id=='476616076' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.000113739002576 1.5 exp2syn
1558 node_type_id=='479179020' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.00013429489119699998 1.5 exp2syn
1559 node_type_id=='480087928' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 4.45677633137e-05 1.5 exp2syn
1560 node_type_id=='480124551' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 6.909381165999999e-05 1.5 exp2syn
1561 node_type_id=='484679812' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.000299955730162 1.5 exp2syn
1562 node_type_id=='485836906' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 7.31523367375e-05 1.5 exp2syn
1563 node_type_id=='486502127' pop_name=='i4Sst' 90.0 "[50.0, 1e+20]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 5.39508714225e-05 1.5 exp2syn
1564 node_type_id=='473943881' pop_name=='i4Sst' 50.0 "[50.0, 1e+20]" DirectionRule_others "[""basal""]" GABA_InhToInh.json 0.000258663285219 1.5 exp2syn
1565 node_type_id=='314642645' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000262194274634 1.3 exp2syn
1566 node_type_id=='324025371' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000306787809874 1.3 exp2syn
1567 node_type_id=='329550137' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00039656748036000016 1.3 exp2syn
1568 node_type_id=='473020156' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000313298744574 1.3 exp2syn
1569 node_type_id=='476616076' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000380338341921 1.3 exp2syn
1570 node_type_id=='479179020' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00055060337613 1.3 exp2syn
1571 node_type_id=='480087928' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000312124953988 1.3 exp2syn
1572 node_type_id=='480124551' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00029716033396700003 1.3 exp2syn
1573 node_type_id=='484679812' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000668002438966 1.3 exp2syn
1574 node_type_id=='485836906' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00043791682220999995 1.3 exp2syn
1575 node_type_id=='486502127' pop_name=='e4Nr5a1' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00027283224341900005 1.3 exp2syn
1576 node_type_id=='473943881' pop_name=='e4Nr5a1' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.000680787925839 1.5 exp2syn
1577 node_type_id=='314642645' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 8.23835252411e-05 2.5 exp2syn
1578 node_type_id=='324025371' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 9.72515436006e-05 2.5 exp2syn
1579 node_type_id=='329550137' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.00012427523477 2.5 exp2syn
1580 node_type_id=='473020156' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 9.93301678637e-05 2.5 exp2syn
1581 node_type_id=='476616076' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000120807091198 2.5 exp2syn
1582 node_type_id=='480087928' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 9.9502824329e-05 2.5 exp2syn
1583 node_type_id=='480124551' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 9.405e-05 2.5 exp2syn
1584 node_type_id=='484679812' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000213261822004 2.5 exp2syn
1585 node_type_id=='485836906' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 0.000136756528489 2.5 exp2syn
1586 node_type_id=='486502127' pop_name=='e5noRbp4' 30.0 "[0.0, 200.0]" DirectionRule_EE "[""basal"", ""apical""]" AMPA_ExcToExc.json 8.53081484014e-05 2.5 exp2syn
1587 node_type_id=='473943881' pop_name=='e5noRbp4' 90.0 "[0.0, 1e+20]" DirectionRule_others "[""somatic"", ""basal""]" AMPA_ExcToInh.json 0.000226929308613 1.5 exp2syn
1588 node_type_id=='314642645' pop_name=='LIFi23Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.0 1.5 exp2syn
1589 node_type_id=='485836906' pop_name=='LIFi23Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 0.0 1.5 exp2syn
1590 node_type_id=='327962063' pop_name=='LIFi23Htr3a' 50.0 "[50.0, 300.0]" DirectionRule_others "[""basal""]" GABA_InhToInh.json 0.0 1.5 exp2syn
1591 node_type_id=='475622793' pop_name=='LIFi23Htr3a' 50.0 "[50.0, 300.0]" DirectionRule_others "[""basal""]" GABA_InhToInh.json 0.0 1.5 exp2syn
1592 node_type_id=='314642645' pop_name=='i23Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 1.18544185128e-05 1.5 exp2syn
1593 node_type_id=='314642645' pop_name=='e4Rorb' 30.0 "[50.0, 300.0]" DirectionRule_EE "[""basal"", ""apical""]" GABA_InhToExc.json 1.18544185128e-05 1.5 exp2syn
1594 node_type_id=='324025371' pop_name=='i23Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 1.58998921088e-05 1.5 exp2syn
1595 node_type_id=='324025371' pop_name=='e4Rorb' 30.0 "[50.0, 300.0]" DirectionRule_EE "[""basal"", ""apical""]" GABA_InhToExc.json 1.58998921088e-05 1.5 exp2syn
1596 node_type_id=='329550137' pop_name=='i23Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 3.28050127619e-05 1.5 exp2syn
1597 node_type_id=='329550137' pop_name=='e4Rorb' 30.0 "[50.0, 300.0]" DirectionRule_EE "[""basal"", ""apical""]" GABA_InhToExc.json 3.28050127619e-05 1.5 exp2syn
1598 node_type_id=='473020156' pop_name=='i23Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 2.20937695145e-05 1.5 exp2syn
1599 node_type_id=='473020156' pop_name=='e4Rorb' 30.0 "[50.0, 300.0]" DirectionRule_EE "[""basal"", ""apical""]" GABA_InhToExc.json 2.20937695145e-05 1.5 exp2syn
1600 node_type_id=='476616076' pop_name=='i23Htr3a' 90.0 "[50.0, 300.0]" DirectionRule_others "[""basal"", ""apical""]" GABA_InhToExc.json 3.1955503063000004e-05 1.5 exp2syn
