edge_type_id target_query source_query dynamics_params syn_weight model_template distance_range delay target_sections
100 pop_name=='Scnn1a' pop_name=='Scnn1a' AMPA_ExcToExc.json 0.0002 exp2syn "[15.0, 150.0]" 2.0 "['basal', 'apical', 'soma']"
