edge_type_id target_query source_query dynamics_params syn_weight target_sections delay model_template distance_range
100 pop_name=='Scnn1a' pop_name=='Scnn1a' AMPA_ExcToExc.json 0.0002 "['basal', 'apical', 'soma']" 2.0 exp2syn "[30.0, 300.0]"
