timestamps population node_ids
56.425000000104276 column 205
51.075000000103046 column 817
56.07500000010419 column 817
51.400000000103134 column 829
56.40000000010426 column 829
51.20000000010308 column 973
56.20000000010422 column 973
66.62500000010658 column 73
61.850000000105496 column 109
61.45000000010541 column 133
66.45000000010654 column 133
61.57500000010544 column 169
66.57500000010657 column 169
61.425000000105406 column 205
66.42500000010654 column 205
61.07500000010533 column 817
66.07500000010646 column 817
61.4000000001054 column 829
66.40000000010653 column 829
61.20000000010536 column 973
66.20000000010648 column 973
76.60000000010885 column 73
71.65000000010772 column 109
71.45000000010769 column 133
76.45000000010882 column 133
71.57500000010769 column 169
76.57500000010884 column 169
71.42500000010767 column 205
76.42500000010881 column 205
71.0750000001076 column 817
76.07500000010874 column 817
71.40000000010767 column 829
76.40000000010879 column 829
71.20000000010762 column 973
76.20000000010877 column 973
86.60000000011112 column 73
81.60000000010999 column 109
86.77500000011116 column 109
81.45000000010995 column 133
86.4500000001111 column 133
81.57500000010998 column 169
86.57500000011112 column 169
81.42500000010995 column 205
86.42500000011108 column 205
81.07500000010987 column 817
86.075000000111 column 817
81.40000000010994 column 829
86.40000000011108 column 829
81.20000000010991 column 973
86.20000000011103 column 973
96.60000000011341 column 73
96.65000000011341 column 109
91.45000000011223 column 133
96.45000000011335 column 133
91.57500000011223 column 169
96.5750000001134 column 169
91.4250000001122 column 205
96.42500000011336 column 205
91.07500000011213 column 817
96.07500000011328 column 817
91.40000000011221 column 829
96.40000000011335 column 829
91.20000000011215 column 973
96.20000000011329 column 973
6.225000000100055 column 98
1.3750000000999971 column 158
6.3500000001000565 column 158
1.5750000000999964 column 734
6.525000000100058 column 734
1.4750000000999968 column 782
6.475000000100057 column 782
16.225000000099612 column 98
11.375000000099888 column 158
16.375000000099607 column 158
16.575000000099593 column 734
11.500000000099881 column 782
16.525000000099595 column 782
26.25000000009905 column 98
21.37500000009932 column 158
26.375000000099035 column 158
26.600000000099026 column 734
21.55000000009931 column 782
26.550000000099025 column 782
36.27500000009969 column 98
31.375000000098748 column 158
36.37500000009971 column 158
36.60000000009976 column 734
31.550000000098738 column 782
36.55000000009975 column 782
46.275000000101954 column 98
41.375000000100854 column 158
46.37500000010198 column 158
46.60000000010204 column 734
41.55000000010089 column 782
46.550000000102024 column 782
56.27500000010425 column 98
51.37500000010312 column 158
56.37500000010426 column 158
56.600000000104316 column 734
51.55000000010316 column 782
56.55000000010429 column 782
66.2750000001065 column 98
61.3750000001054 column 158
66.37500000010652 column 158
66.60000000010658 column 734
61.55000000010544 column 782
66.55000000010656 column 782
76.27500000010879 column 98
71.37500000010766 column 158
76.3750000001088 column 158
76.60000000010885 column 734
71.5500000001077 column 782
76.55000000010884 column 782
86.27500000011105 column 98
81.37500000010994 column 158
86.37500000011106 column 158
86.60000000011112 column 734
81.55000000010997 column 782
86.5500000001111 column 782
96.27500000011331 column 98
91.37500000011221 column 158
96.37500000011336 column 158
96.60000000011341 column 734
91.55000000011223 column 782
96.55000000011341 column 782
1.7000000000999957 column 363
6.675000000100062 column 363
1.3500000000999972 column 399
6.3500000001000565 column 399
1.5250000000999966 column 459
6.500000000100059 column 459
1.5750000000999964 column 879
6.5500000001000585 column 879
1.425000000099997 column 927
6.425000000100058 column 927
11.35000000009989 column 399
16.350000000099605 column 399
11.575000000099877 column 459
16.675000000099587 column 459
11.650000000099874 column 879
11.450000000099886 column 927
16.475000000099598 column 927
21.35000000009932 column 399
26.35000000009904 column 399
21.82500000009929 column 459
21.625000000099305 column 879
26.700000000099017 column 879
21.475000000099314 column 927
26.47500000009903 column 927
31.350000000098753 column 399
36.350000000099705 column 399
31.57500000009874 column 459
36.60000000009976 column 459
36.625000000099774 column 879
31.47500000009875 column 927
36.475000000099726 column 927
41.35000000010084 column 399
46.35000000010198 column 399
41.67500000010092 column 459
46.75000000010207 column 459
41.70000000010092 column 879
41.47500000010086 column 927
46.47500000010201 column 927
51.35000000010312 column 399
56.350000000104245 column 399
51.825000000103216 column 459
56.82500000010436 column 459
51.62500000010318 column 879
56.70000000010433 column 879
51.47500000010314 column 927
56.47500000010429 column 927
61.35000000010539 column 399
66.35000000010652 column 399
61.8000000001055 column 459
66.80000000010662 column 459
66.62500000010658 column 879
61.47500000010542 column 927
66.47500000010655 column 927
71.35000000010766 column 399
76.35000000010879 column 399
71.77500000010775 column 459
76.77500000010889 column 459
71.70000000010774 column 879
71.47500000010768 column 927
76.47500000010882 column 927
81.35000000010994 column 399
86.35000000011107 column 399
81.75000000011002 column 459
86.75000000011116 column 459
81.60000000010999 column 879
86.67500000011114 column 879
81.47500000010994 column 927
86.47500000011111 column 927
91.3500000001122 column 399
96.35000000011334 column 399
91.72500000011229 column 459
96.72500000011343 column 459
91.97500000011236 column 879
91.47500000011223 column 927
96.47500000011335 column 927
1.400000000099997 column 448
6.400000000100057 column 448
1.3750000000999971 column 700
6.375000000100057 column 700
11.425000000099885 column 448
16.4250000000996 column 448
11.375000000099888 column 700
16.375000000099607 column 700
21.42500000009932 column 448
26.425000000099033 column 448
21.37500000009932 column 700
26.375000000099035 column 700
31.42500000009875 column 448
36.42500000009972 column 448
31.375000000098748 column 700
36.37500000009971 column 700
41.42500000010086 column 448
46.425000000101996 column 448
41.375000000100854 column 700
46.37500000010198 column 700
51.42500000010313 column 448
56.425000000104276 column 448
51.37500000010312 column 700
56.37500000010426 column 700
61.425000000105406 column 448
66.42500000010654 column 448
61.3750000001054 column 700
66.37500000010652 column 700
71.42500000010767 column 448
76.42500000010881 column 448
71.37500000010766 column 700
76.3750000001088 column 700
81.42500000010995 column 448
86.42500000011108 column 448
81.37500000010994 column 700
86.37500000011106 column 700
91.4250000001122 column 448
96.42500000011336 column 448
91.37500000011221 column 700
96.37500000011336 column 700
1.3500000000999972 column 17
6.325000000100057 column 17
1.1750000000999978 column 53
6.2000000001000535 column 53
1.3250000000999973 column 233
6.300000000100058 column 233
6.2750000001000545 column 305
1.5750000000999964 column 317
6.57500000010006 column 317
1.3250000000999973 column 605
6.6250000001000595 column 869
1.1750000000999978 column 893
6.175000000100053 column 893
6.400000000100057 column 905
11.35000000009989 column 17
16.350000000099605 column 17
11.225000000099897 column 53
11.325000000099893 column 233
16.325000000099607 column 233
16.225000000099612 column 305
11.650000000099874 column 317
16.750000000099586 column 317
11.250000000099897 column 605
11.675000000099873 column 869
11.200000000099898 column 893
16.250000000099607 column 893
16.325000000099607 column 905
21.35000000009932 column 17
26.35000000009904 column 17
21.175000000099327 column 53
26.275000000099038 column 53
21.325000000099326 column 233
26.32500000009904 column 233
26.30000000009904 column 305
26.62500000009902 column 317
21.275000000099325 column 605
21.275000000099325 column 893
26.30000000009904 column 893
31.350000000098753 column 17
36.350000000099705 column 17
36.20000000009967 column 53
31.325000000098754 column 233
36.3250000000997 column 233
36.350000000099705 column 305
31.67500000009873 column 317
36.750000000099796 column 317
31.300000000098752 column 605
31.325000000098754 column 893
36.3250000000997 column 893
41.35000000010084 column 17
46.35000000010198 column 17
41.25000000010082 column 53
41.32500000010084 column 233
46.325000000101966 column 233
46.37500000010198 column 305
41.95000000010098 column 317
41.30000000010083 column 605
41.30000000010083 column 893
46.30000000010197 column 893
51.35000000010312 column 17
56.350000000104245 column 17
51.17500000010308 column 53
56.25000000010423 column 53
51.32500000010311 column 233
56.32500000010425 column 233
56.37500000010426 column 305
51.62500000010318 column 317
56.67500000010433 column 317
51.300000000103104 column 605
51.300000000103104 column 893
56.30000000010425 column 893
56.27500000010425 column 905
61.35000000010539 column 17
66.35000000010652 column 17
61.52500000010543 column 53
61.32500000010538 column 233
66.32500000010651 column 233
66.35000000010652 column 305
61.72500000010547 column 317
66.82500000010663 column 317
61.30000000010538 column 605
61.27500000010537 column 893
66.2750000001065 column 893
71.35000000010766 column 17
76.35000000010879 column 17
71.20000000010762 column 53
76.25000000010877 column 53
71.32500000010766 column 233
76.3250000001088 column 233
76.35000000010879 column 305
71.90000000010778 column 317
76.90000000010892 column 317
71.30000000010764 column 605
71.27500000010764 column 893
76.27500000010879 column 893
71.32500000010766 column 905
81.35000000010994 column 17
86.35000000011107 column 17
81.32500000010992 column 53
81.32500000010992 column 233
86.32500000011106 column 233
86.35000000011107 column 305
81.87500000011005 column 317
86.85000000011118 column 317
81.30000000010992 column 605
81.27500000010991 column 893
86.27500000011105 column 893
91.3500000001122 column 17
96.35000000011334 column 17
91.20000000011215 column 53
96.25000000011332 column 53
91.32500000011221 column 233
96.32500000011332 column 233
96.35000000011334 column 305
91.8500000001123 column 317
96.82500000011343 column 317
91.3000000001122 column 605
91.27500000011221 column 893
96.27500000011331 column 893
1.2750000000999977 column 114
6.2750000001000545 column 114
6.250000000100055 column 342
1.2750000000999977 column 498
6.325000000100057 column 498
1.6000000000999963 column 582
6.57500000010006 column 582
1.5750000000999964 column 594
6.5500000001000585 column 594
1.3000000000999974 column 618
1.9000000000999957 column 654
7.000000000100067 column 654
1.125000000099998 column 834
6.125000000100052 column 834
1.4500000000999969 column 954
6.425000000100058 column 954
11.325000000099893 column 114
16.250000000099607 column 342
16.250000000099607 column 498
11.70000000009987 column 582
16.60000000009959 column 594
11.225000000099897 column 618
12.125000000099845 column 654
17.225000000099556 column 654
11.150000000099899 column 834
16.150000000099617 column 834
11.450000000099886 column 954
16.475000000099598 column 954
21.250000000099327 column 114
26.375000000099035 column 114
26.30000000009904 column 342
26.25000000009905 column 498
21.675000000099306 column 582
26.75000000009901 column 582
26.65000000009902 column 594
21.275000000099325 column 618
22.27500000009927 column 654
27.300000000098986 column 654
21.15000000009933 column 834
26.15000000009905 column 834
21.475000000099314 column 954
26.50000000009903 column 954
36.250000000099675 column 114
36.40000000009972 column 342
36.250000000099675 column 498
36.675000000099786 column 582
36.625000000099774 column 594
31.300000000098752 column 618
32.300000000098784 column 654
37.30000000009992 column 654
31.150000000098768 column 834
36.15000000009965 column 834
31.500000000098748 column 954
36.50000000009974 column 954
41.35000000010084 column 114
46.400000000102 column 342
46.250000000101956 column 498
41.750000000100925 column 582
46.62500000010204 column 594
41.30000000010083 column 618
42.30000000010106 column 654
47.30000000010221 column 654
41.150000000100796 column 834
46.150000000101926 column 834
41.50000000010088 column 954
46.500000000102006 column 954
51.25000000010309 column 114
56.350000000104245 column 114
56.40000000010426 column 342
56.25000000010423 column 498
51.67500000010319 column 582
56.75000000010434 column 582
56.62500000010432 column 594
51.300000000103104 column 618
52.30000000010333 column 654
57.27500000010446 column 654
51.15000000010307 column 834
56.15000000010421 column 834
51.50000000010315 column 954
56.50000000010429 column 954
66.2500000001065 column 114
66.40000000010653 column 342
66.2500000001065 column 498
66.67500000010659 column 582
66.62500000010658 column 594
61.30000000010538 column 618
62.2750000001056 column 654
67.27500000010673 column 654
61.150000000105344 column 834
66.15000000010647 column 834
61.500000000105416 column 954
66.47500000010655 column 954
71.35000000010766 column 114
76.3750000001088 column 342
76.25000000010877 column 498
71.72500000010774 column 582
76.62500000010886 column 594
71.30000000010764 column 618
72.27500000010788 column 654
77.27500000010899 column 654
71.15000000010761 column 834
76.15000000010875 column 834
71.47500000010768 column 954
76.47500000010882 column 954
81.2500000001099 column 114
86.35000000011107 column 114
86.37500000011106 column 342
86.25000000011104 column 498
81.65000000011 column 582
86.72500000011117 column 582
86.62500000011113 column 594
81.30000000010992 column 618
82.25000000011012 column 654
87.25000000011127 column 654
81.15000000010987 column 834
86.150000000111 column 834
81.47500000010994 column 954
86.47500000011111 column 954
96.25000000011332 column 114
96.37500000011336 column 342
96.25000000011332 column 498
96.65000000011341 column 582
96.62500000011342 column 594
91.3000000001122 column 618
92.2500000001124 column 654
97.25000000011354 column 654
91.15000000011216 column 834
96.1500000001133 column 834
91.47500000011223 column 954
96.47500000011335 column 954
1.0750000000999982 column 319
6.100000000100052 column 319
1.500000000099997 column 367
6.500000000100059 column 367
1.0500000000999985 column 667
6.050000000100052 column 667
1.1750000000999978 column 787
6.175000000100053 column 787
1.500000000099997 column 991
6.475000000100057 column 991
11.100000000099904 column 319
16.125000000099615 column 319
11.550000000099876 column 367
16.575000000099593 column 367
11.05000000009991 column 667
16.050000000099622 column 667
11.200000000099898 column 787
16.200000000099617 column 787
11.525000000099881 column 991
16.575000000099593 column 991
21.125000000099334 column 319
26.12500000009905 column 319
21.60000000009931 column 367
26.62500000009902 column 367
21.050000000099338 column 667
26.05000000009905 column 667
21.200000000099326 column 787
26.225000000099048 column 787
21.60000000009931 column 991
26.600000000099026 column 991
31.12500000009877 column 319
36.12500000009965 column 319
31.625000000098733 column 367
36.625000000099774 column 367
31.050000000098766 column 667
36.05000000009964 column 667
31.225000000098763 column 787
36.225000000099676 column 787
31.625000000098733 column 991
36.625000000099774 column 991
41.12500000010079 column 319
46.12500000010193 column 319
41.6250000001009 column 367
46.62500000010204 column 367
41.05000000010077 column 667
46.05000000010191 column 667
41.22500000010081 column 787
46.22500000010196 column 787
41.6000000001009 column 991
46.60000000010204 column 991
51.125000000103064 column 319
56.1250000001042 column 319
51.62500000010318 column 367
56.600000000104316 column 367
51.05000000010305 column 667
56.05000000010418 column 667
51.225000000103094 column 787
56.22500000010422 column 787
51.600000000103165 column 991
56.600000000104316 column 991
61.125000000105345 column 319
66.12500000010647 column 319
61.60000000010546 column 367
66.60000000010658 column 367
61.05000000010532 column 667
66.05000000010645 column 667
61.20000000010536 column 787
66.20000000010648 column 787
61.60000000010546 column 991
66.60000000010658 column 991
71.12500000010759 column 319
76.12500000010874 column 319
71.6000000001077 column 367
76.60000000010885 column 367
71.05000000010759 column 667
76.05000000010872 column 667
71.20000000010762 column 787
76.20000000010877 column 787
71.6000000001077 column 991
76.60000000010885 column 991
81.12500000010988 column 319
86.125000000111 column 319
81.60000000010999 column 367
86.60000000011112 column 367
81.05000000010986 column 667
86.05000000011101 column 667
81.20000000010991 column 787
86.20000000011103 column 787
81.60000000010999 column 991
86.57500000011112 column 991
91.12500000011215 column 319
96.12500000011327 column 319
91.60000000011226 column 367
96.60000000011341 column 367
91.05000000011214 column 667
96.05000000011327 column 667
91.20000000011215 column 787
96.20000000011329 column 787
91.55000000011223 column 991
96.5750000001134 column 991
1.5500000000999965 column 212
6.525000000100058 column 212
1.2000000000999975 column 344
6.250000000100055 column 344
1.2000000000999975 column 536
6.2000000001000535 column 536
1.5250000000999966 column 584
6.525000000100058 column 584
1.2000000000999975 column 632
6.225000000100055 column 632
1.2750000000999977 column 728
6.2750000001000545 column 728
11.625000000099876 column 212
16.200000000099617 column 344
11.250000000099897 column 536
16.350000000099605 column 536
11.625000000099876 column 584
16.200000000099617 column 632
11.275000000099896 column 728
16.27500000009961 column 728
21.60000000009931 column 212
26.67500000009902 column 212
26.20000000009905 column 344
26.20000000009905 column 536
21.60000000009931 column 584
26.67500000009902 column 584
26.20000000009905 column 632
21.275000000099325 column 728
26.275000000099038 column 728
36.60000000009976 column 212
36.20000000009967 column 344
31.275000000098764 column 536
36.350000000099705 column 536
36.60000000009976 column 584
36.20000000009967 column 632
31.275000000098764 column 728
36.27500000009969 column 728
41.65000000010091 column 212
46.20000000010194 column 344
46.20000000010194 column 536
41.67500000010092 column 584
46.20000000010194 column 632
41.275000000100825 column 728
46.275000000101954 column 728
51.57500000010317 column 212
56.65000000010432 column 212
56.20000000010422 column 344
51.2750000001031 column 536
56.32500000010425 column 536
51.600000000103165 column 584
56.65000000010432 column 584
56.20000000010422 column 632
51.2750000001031 column 728
56.27500000010425 column 728
61.92500000010553 column 212
66.20000000010648 column 344
66.20000000010648 column 536
66.57500000010657 column 584
66.20000000010648 column 632
61.27500000010537 column 728
66.2750000001065 column 728
71.6000000001077 column 212
76.65000000010886 column 212
76.20000000010877 column 344
71.25000000010762 column 536
76.30000000010878 column 536
71.65000000010772 column 584
76.20000000010877 column 632
71.27500000010764 column 728
76.27500000010879 column 728
81.80000000011003 column 212
86.20000000011103 column 344
86.20000000011103 column 536
81.57500000010998 column 584
86.65000000011112 column 584
86.20000000011103 column 632
81.27500000010991 column 728
86.27500000011105 column 728
91.60000000011226 column 212
96.65000000011341 column 212
96.20000000011329 column 344
91.2500000001122 column 536
96.30000000011331 column 536
96.5750000001134 column 584
96.20000000011329 column 632
91.27500000011221 column 728
96.27500000011331 column 728
98.62500000011387 column 908
1.5500000000999965 column 33
6.525000000100058 column 33
1.425000000099997 column 465
6.425000000100058 column 465
1.8000000000999956 column 621
6.775000000100063 column 621
1.3250000000999973 column 657
11.600000000099875 column 33
16.750000000099586 column 33
11.450000000099886 column 465
16.4500000000996 column 465
11.225000000099897 column 657
26.600000000099026 column 33
21.450000000099315 column 465
26.47500000009903 column 465
21.275000000099325 column 657
31.650000000098736 column 33
36.750000000099796 column 33
31.47500000009875 column 465
36.475000000099726 column 465
31.325000000098754 column 657
46.60000000010204 column 33
41.47500000010086 column 465
46.450000000101994 column 465
41.32500000010084 column 657
51.65000000010318 column 33
56.725000000104345 column 33
51.45000000010314 column 465
56.45000000010428 column 465
51.32500000010311 column 657
62.000000000105544 column 33
67.07500000010668 column 33
61.45000000010541 column 465
66.45000000010654 column 465
61.32500000010538 column 657
71.87500000010779 column 33
71.45000000010769 column 465
76.45000000010882 column 465
71.32500000010766 column 657
81.60000000010999 column 33
86.62500000011113 column 33
81.45000000010995 column 465
86.4500000001111 column 465
81.30000000010992 column 657
91.70000000011228 column 33
96.77500000011344 column 33
91.45000000011223 column 465
96.45000000011335 column 465
91.3000000001122 column 657
1.0750000000999982 column 10
6.075000000100053 column 10
1.400000000099997 column 46
6.375000000100057 column 46
1.400000000099997 column 130
6.400000000100057 column 130
1.3500000000999972 column 154
6.3500000001000565 column 154
1.5500000000999965 column 166
6.5500000001000585 column 166
1.5750000000999964 column 178
6.57500000010006 column 178
1.7500000000999958 column 202
6.775000000100063 column 202
1.0500000000999985 column 238
6.050000000100052 column 238
1.725000000099996 column 310
6.675000000100062 column 310
1.3750000000999971 column 370
6.3500000001000565 column 370
1.0500000000999985 column 442
6.050000000100052 column 442
1.5750000000999964 column 514
6.57500000010006 column 514
7.625000000100075 column 610
1.5250000000999966 column 646
6.500000000100059 column 646
1.400000000099997 column 790
6.400000000100057 column 790
1.2750000000999977 column 982
6.2750000001000545 column 982
11.075000000099905 column 10
16.075000000099617 column 10
11.400000000099888 column 46
16.4250000000996 column 46
11.400000000099888 column 130
16.400000000099602 column 130
11.35000000009989 column 154
16.350000000099605 column 154
11.550000000099876 column 166
16.550000000099594 column 166
16.675000000099587 column 178
11.900000000099856 column 202
11.05000000009991 column 238
16.050000000099622 column 238
11.35000000009989 column 370
16.375000000099607 column 370
11.05000000009991 column 442
16.050000000099622 column 442
16.62500000009959 column 514
11.575000000099877 column 646
11.400000000099888 column 790
16.4250000000996 column 790
11.275000000099896 column 982
16.27500000009961 column 982
21.075000000099337 column 10
26.07500000009905 column 10
21.42500000009932 column 46
26.425000000099033 column 46
21.325000000099326 column 106
21.400000000099322 column 130
26.400000000099034 column 130
21.35000000009932 column 154
26.35000000009904 column 154
21.55000000009931 column 166
26.550000000099025 column 166
26.80000000009901 column 178
21.900000000099286 column 202
26.950000000099006 column 202
21.050000000099338 column 238
26.05000000009905 column 238
21.37500000009932 column 370
26.375000000099035 column 370
21.050000000099338 column 442
26.05000000009905 column 442
26.700000000099017 column 514
21.55000000009931 column 646
26.62500000009902 column 646
21.42500000009932 column 790
26.425000000099033 column 790
21.275000000099325 column 982
26.275000000099038 column 982
31.07500000009877 column 10
36.07500000009964 column 10
31.42500000009875 column 46
36.42500000009972 column 46
31.275000000098764 column 106
31.40000000009875 column 130
36.40000000009972 column 130
31.350000000098753 column 154
36.350000000099705 column 154
31.550000000098738 column 166
36.55000000009975 column 166
36.72500000009979 column 178
32.32500000009879 column 202
31.050000000098766 column 238
36.05000000009964 column 238
31.375000000098748 column 370
36.37500000009971 column 370
31.050000000098766 column 442
36.05000000009964 column 442
36.675000000099786 column 514
36.55000000009975 column 646
31.42500000009875 column 790
36.42500000009972 column 790
31.275000000098764 column 982
36.27500000009969 column 982
41.07500000010078 column 10
46.075000000101916 column 10
41.42500000010086 column 46
46.425000000101996 column 46
41.40000000010085 column 130
46.400000000102 column 130
41.35000000010084 column 154
46.35000000010198 column 154
41.55000000010089 column 166
46.550000000102024 column 166
46.77500000010208 column 178
41.900000000100974 column 202
46.95000000010212 column 202
41.05000000010077 column 238
46.05000000010191 column 238
41.375000000100854 column 370
46.37500000010198 column 370
41.05000000010077 column 442
46.05000000010191 column 442
46.675000000102045 column 514
41.6250000001009 column 646
46.95000000010212 column 646
41.42500000010086 column 790
46.425000000101996 column 790
41.275000000100825 column 982
46.275000000101954 column 982
51.075000000103046 column 10
56.07500000010419 column 10
51.42500000010313 column 46
56.425000000104276 column 46
51.32500000010311 column 106
51.400000000103134 column 130
56.40000000010426 column 130
51.35000000010312 column 154
56.350000000104245 column 154
51.55000000010316 column 166
56.55000000010429 column 166
56.75000000010434 column 178
52.20000000010331 column 202
51.05000000010305 column 238
56.05000000010418 column 238
51.37500000010312 column 370
56.37500000010426 column 370
51.05000000010305 column 442
56.05000000010418 column 442
56.67500000010433 column 514
56.575000000104296 column 646
51.42500000010313 column 790
56.425000000104276 column 790
51.2750000001031 column 982
56.27500000010425 column 982
61.07500000010533 column 10
66.07500000010646 column 10
61.425000000105406 column 46
66.42500000010654 column 46
66.30000000010651 column 106
61.4000000001054 column 130
66.40000000010653 column 130
61.35000000010539 column 154
66.35000000010652 column 154
61.55000000010544 column 166
66.55000000010656 column 166
66.75000000010661 column 178
61.90000000010552 column 202
66.95000000010666 column 202
61.05000000010532 column 238
66.05000000010645 column 238
61.3750000001054 column 370
66.37500000010652 column 370
61.05000000010532 column 442
66.05000000010645 column 442
66.67500000010659 column 514
61.62500000010546 column 646
66.80000000010662 column 646
61.425000000105406 column 790
66.42500000010654 column 790
61.27500000010537 column 982
66.2750000001065 column 982
