timestamps population node_ids
71.0750000001076 column 10
76.07500000010874 column 10
71.42500000010767 column 46
76.42500000010881 column 46
71.40000000010767 column 130
76.40000000010879 column 130
71.35000000010766 column 154
76.35000000010879 column 154
71.5500000001077 column 166
76.55000000010884 column 166
76.72500000010888 column 178
72.10000000010783 column 202
71.05000000010759 column 238
76.05000000010872 column 238
71.37500000010766 column 370
76.3750000001088 column 370
71.05000000010759 column 442
76.05000000010872 column 442
76.67500000010887 column 514
76.57500000010884 column 646
71.42500000010767 column 790
76.42500000010881 column 790
71.27500000010764 column 982
76.27500000010879 column 982
81.07500000010987 column 10
86.075000000111 column 10
81.42500000010995 column 46
86.42500000011108 column 46
86.27500000011105 column 106
81.40000000010994 column 130
86.40000000011108 column 130
81.35000000010994 column 154
86.35000000011107 column 154
81.55000000010997 column 166
86.5500000001111 column 166
86.72500000011117 column 178
81.90000000011004 column 202
86.9250000001112 column 202
81.05000000010986 column 238
86.05000000011101 column 238
81.37500000010994 column 370
86.37500000011106 column 370
81.05000000010986 column 442
86.05000000011101 column 442
86.65000000011112 column 514
81.62500000010999 column 646
86.72500000011117 column 646
81.42500000010995 column 790
86.42500000011108 column 790
81.27500000010991 column 982
86.27500000011105 column 982
91.07500000011213 column 10
96.07500000011328 column 10
91.4250000001122 column 46
96.42500000011336 column 46
91.40000000011221 column 130
96.40000000011335 column 130
91.3500000001122 column 154
96.35000000011334 column 154
91.55000000011223 column 166
96.55000000011341 column 166
96.72500000011343 column 178
92.05000000011236 column 202
91.05000000011214 column 238
96.05000000011327 column 238
91.37500000011221 column 370
96.37500000011336 column 370
91.05000000011214 column 442
96.05000000011327 column 442
96.65000000011341 column 514
96.5750000001134 column 646
91.4250000001122 column 790
96.42500000011336 column 790
91.27500000011221 column 982
96.27500000011331 column 982
1.5250000000999966 column 71
6.500000000100059 column 71
1.950000000099995 column 83
6.9250000001000656 column 83
1.1500000000999981 column 251
6.175000000100053 column 251
1.1750000000999978 column 299
6.175000000100053 column 299
1.725000000099996 column 659
6.7000000001000615 column 659
1.6750000000999958 column 827
6.6250000001000595 column 827
1.1500000000999981 column 983
6.150000000100054 column 983
11.575000000099877 column 71
16.325000000099607 column 215
11.725000000099866 column 251
16.750000000099586 column 251
11.200000000099898 column 299
16.200000000099617 column 299
16.62500000009959 column 407
11.1750000000999 column 983
16.175000000099615 column 983
21.55000000009931 column 71
26.62500000009902 column 71
27.000000000099 column 83
26.32500000009904 column 215
21.750000000099302 column 251
26.75000000009901 column 251
21.200000000099326 column 299
26.20000000009905 column 299
28.375000000098918 column 407
21.175000000099327 column 983
26.17500000009905 column 983
36.575000000099756 column 71
37.02500000009986 column 83
31.75000000009873 column 251
36.750000000099796 column 251
31.20000000009876 column 299
36.20000000009967 column 299
31.175000000098766 column 983
36.17500000009967 column 983
41.6250000001009 column 71
41.375000000100854 column 215
41.750000000100925 column 251
46.75000000010207 column 251
41.200000000100815 column 299
46.20000000010194 column 299
41.77500000010094 column 407
41.1750000001008 column 983
46.17500000010194 column 983
51.55000000010316 column 71
56.62500000010432 column 71
56.350000000104245 column 215
51.750000000103206 column 251
56.75000000010434 column 251
51.20000000010308 column 299
56.20000000010422 column 299
51.17500000010308 column 983
56.175000000104205 column 983
62.000000000105544 column 71
61.75000000010547 column 251
66.75000000010661 column 251
61.20000000010536 column 299
66.20000000010648 column 299
61.65000000010546 column 407
61.17500000010535 column 983
66.17500000010648 column 983
71.57500000010769 column 71
76.62500000010886 column 71
71.35000000010766 column 215
71.75000000010775 column 251
76.75000000010887 column 251
71.20000000010762 column 299
76.20000000010877 column 299
76.8500000001089 column 407
71.17500000010762 column 983
76.17500000010875 column 983
81.80000000011003 column 71
86.35000000011107 column 215
81.75000000011002 column 251
86.75000000011116 column 251
81.20000000010991 column 299
86.20000000011103 column 299
83.27500000011038 column 491
81.17500000010989 column 983
86.17500000011103 column 983
91.57500000011223 column 71
96.62500000011342 column 71
91.75000000011231 column 251
96.75000000011343 column 251
91.20000000011215 column 299
96.20000000011329 column 299
96.67500000011341 column 407
91.17500000011215 column 983
96.1750000001133 column 983
