% Model:              9.mph
% Version:            COMSOL 6.0.0.318
% Date:               Mar 12 2023, 01:17
% Dimension:          3
% Nodes:              40982
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (mV)
-6.000000000000072        178.0000000000001        4.999999999999963        51.810493796302765
-9.762365924686485        179.77010129940788       5                        51.810493812352654
-8.000000000000075        176.00000000000017       4.999999999999963        51.81049379431812
-8.28710989555618         181.30979572398508       9.566650390624982        51.11276757753703
-13.262281963165416       179.81820042917025       9.566650390625002        51.11861618472139
-6.000000000000076        182.96135976441698       4.999999999999963        51.81049382146114
-3.4876067236036623       181.56409715167797       8.96484374999998         50.89316778545355
25.99999999999996         178.0000000000001        4.999999999999963        50.59305180741232
23.999999999999957        176.00000000000017       4.999999999999963        50.59305180821478
28.459230049895048        173.52446862978258       5                        49.20724226499645
26.29160412390771         176.02463381645393       8.486617737615717        49.57528682774272
22.23616110260593         179.77103632893312       5                        50.59305182491631
127.7875766684129         179.76632460296707       5                        46.59048906765633
125.99999999999994        176.00000000000017       4.999999999999963        46.59048906781556
128.92844555434309        179.7712281187526        7.805353243156414        46.5950056670288
123.99999999999993        178.0000000000001        4.999999999999963        46.590489067991264
-8.000000000000075        206.00000000000014       4.999999999999963        51.810493991675465
-6.000000000000077        204.00000000000017       4.999999999999963        51.81049397629904
-9.94058343384101         205.49237836965483       9.672851562499996        53.45443363478269
-9.541338664793136        202.4486999713869        5                        51.810493959325306
-13.233752184161428       206.00000000000014       5                        51.81049398491399
-9.020875668940285        210.910915625293         5                        55.677002218416405
-6.1222494949545165       201.86530476716115       8.823242187499979        52.51024733565158
-24.000000000000078       176.00000000000017       4.999999999999963        51.81049378442446
-22.212423331587203       179.76632460296693       5                        51.8104938081414
-22.703822907547316       176.93969830576978       10.543736441153056       50.58800384837807
-18.76624781583873        176.0000000000001        4.999999999999963        51.81049379740575
-26.000000000000078       178.0000000000001        4.999999999999963        51.81049378853375
-22.84958721371435        171.18932837997772       5                        50.10564779599401
