% Model:              9.mph
% Version:            COMSOL 6.0.0.318
% Date:               Mar 12 2023, 01:17
% Dimension:          3
% Nodes:              40982
% Expressions:        1
% Description:        Electric potential
% Length unit:        µm
% x                       y                        z                        V (mV)
-6.000000000000072        178.0000000000001        4.999999999999963        50.86414672127564
-9.762365924686485        179.77010129940788       5                        50.86414673617981
-8.000000000000075        176.00000000000017       4.999999999999963        50.86414671898228
-8.28710989555618         181.30979572398508       9.566650390624982        50.205942605651124
-13.262281963165416       179.81820042917025       9.566650390625002        50.185551703959824
-6.000000000000076        182.96135976441698       4.999999999999963        50.86414674585874
-3.4876067236036623       181.56409715167797       8.96484374999998         50.0337915212356
25.99999999999996         178.0000000000001        4.999999999999963        49.926797738638875
23.999999999999957        176.00000000000017       4.999999999999963        49.92679773905262
28.459230049895048        173.52446862978258       5                        48.64413560609591
26.29160412390771         176.02463381645393       8.486617737615717        48.97892645274556
22.23616110260593         179.77103632893312       5                        49.92679775469095
127.7875766684129         179.76632460296707       5                        46.37547980946499
125.99999999999994        176.00000000000017       4.999999999999963        46.37547980960334
128.92844555434309        179.7712281187526        7.805353243156414        46.37756495831454
123.99999999999993        178.0000000000001        4.999999999999963        46.375479809866604
-8.000000000000075        206.00000000000014       4.999999999999963        50.86414691575107
-6.000000000000077        204.00000000000017       4.999999999999963        50.86414690064892
-9.94058343384101         205.49237836965483       9.672851562499996        52.53489697314945
-9.541338664793136        202.4486999713869        5                        50.86414688272134
-13.233752184161428       206.00000000000014       5                        50.864146907556936
-9.020875668940285        210.910915625293         5                        54.774506530119154
-6.1222494949545165       201.86530476716115       8.823242187499979        51.614752567897455
-24.000000000000078       176.00000000000017       4.999999999999963        50.864146705351104
-22.212423331587203       179.76632460296693       5                        50.86414672953872
-22.703822907547316       176.93969830576978       10.543736441153056       49.61585492900788
-18.76624781583873        176.0000000000001        4.999999999999963        50.864146719434345
-26.000000000000078       178.0000000000001        4.999999999999963        50.86414670923683
-22.84958721371435        171.18932837997772       5                        49.14353826422131
-27.929429103335313       171.1111383841656        11.513671875000002       48.618382193684084
-26.700462735178142       183.38032868525067       10.026855468749998       49.87207635561211
-30.21439866570297        181.31343126970302       5                        49.56577590336331
-27.480111285429757       177.43193545590012       10.768260806526554       49.29088847486184
-27.70535362856556        174.0038647150942        5                        49.20996468886353
-32.15739856770252        177.0462034588183        5                        48.953202918249644
-26.00000000000007        204.00000000000017       4.999999999999963        50.86414689447661
-24.000000000000092       206.00000000000017       5                        50.8641469112669
-28.78062001143757        207.686806582527         10.8056640625            52.808996599869495
-27.262050079751234       203.1416030140032        10.72058057716995        51.764168406021874
-21.473659441533183       200.99205492459453       11.493195274645268       51.569284938824026
