edge_type_id target_query source_query weight_function dynamics_params target_sections syn_weight delay distance_range model_template weight_sigma
481 node_type_id=='487664663' pop_name=='LIFi6Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.26272860116e-05 1.5 "[50.0, 300.0]" exp2syn 90.0
482 node_type_id=='471129934' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000141504901575 1.5 "[50.0, 1e+20]" exp2syn 90.0
483 node_type_id=='471767045' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 4.06490679273e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
484 node_type_id=='485574832' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 4.42190421313e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
485 node_type_id=='485835055' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.36200363117e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
486 node_type_id=='485880739' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 3.75222640092e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
487 node_type_id=='486052980' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 8.63460178045e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
488 node_type_id=='486110216' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000151621195414 1.5 "[50.0, 1e+20]" exp2syn 90.0
489 node_type_id=='487664663' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 6.20743031685e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
490 node_type_id=='471129934' pop_name=='LIFi5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000527982762005 1.5 "[50.0, 300.0]" exp2syn 90.0
491 node_type_id=='471767045' pop_name=='LIFi5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000162613049715 1.5 "[50.0, 300.0]" exp2syn 90.0
492 node_type_id=='485574832' pop_name=='LIFi5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000151481725623 1.5 "[50.0, 300.0]" exp2syn 90.0
493 node_type_id=='485835055' pop_name=='LIFi5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 8.97306198915e-05 1.5 "[50.0, 300.0]" exp2syn 90.0
494 node_type_id=='485880739' pop_name=='LIFi5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000153438804743 1.5 "[50.0, 300.0]" exp2syn 90.0
495 node_type_id=='486052980' pop_name=='LIFi5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000307187417278 1.5 "[50.0, 300.0]" exp2syn 90.0
496 node_type_id=='486110216' pop_name=='LIFi5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00064801643709 1.5 "[50.0, 300.0]" exp2syn 90.0
497 node_type_id=='487664663' pop_name=='LIFi5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000181018288093 1.5 "[50.0, 300.0]" exp2syn 90.0
498 node_type_id=='471129934' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 8.90276561075e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
499 node_type_id=='471143169' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 9.3973620297e-06 1.5 "[50.0, 1e+20]" exp2syn 90.0
500 node_type_id=='471767045' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.50183456292e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
501 node_type_id=='485574832' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.7270560169e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
502 node_type_id=='485835055' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 1.45307983103e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
503 node_type_id=='485880739' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.31319957775e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
504 node_type_id=='486052980' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 5.35085345015e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
505 node_type_id=='486110216' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 9.51400118265e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
506 node_type_id=='487664663' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 3.87464502972e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
507 node_type_id=='471129934' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.0007122212488600001 1.5 "[50.0, 1e+20]" exp2syn 90.0
508 node_type_id=='471143169' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 7.517889623800001e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
509 node_type_id=='471767045' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00020014676503400002 1.5 "[50.0, 1e+20]" exp2syn 90.0
510 node_type_id=='485574832' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000218164481352 1.5 "[50.0, 1e+20]" exp2syn 90.0
511 node_type_id=='485835055' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00011624638648200002 1.5 "[50.0, 1e+20]" exp2syn 90.0
512 node_type_id=='485880739' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00018505596622 1.5 "[50.0, 1e+20]" exp2syn 90.0
513 node_type_id=='486052980' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00042806827601199997 1.5 "[50.0, 1e+20]" exp2syn 90.0
514 node_type_id=='486110216' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00076112009461 1.5 "[50.0, 1e+20]" exp2syn 90.0
515 node_type_id=='487664663' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00030997160237800005 1.5 "[50.0, 1e+20]" exp2syn 90.0
516 node_type_id=='471129934' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00101844339098 3.8 "[50.0, 1e+20]" exp2syn 90.0
517 node_type_id=='471143169' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 3.57145344151e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
518 node_type_id=='471758398' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00017544345378000002 3.8 "[50.0, 1e+20]" exp2syn 90.0
519 node_type_id=='471767045' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 9.40209490465e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
520 node_type_id=='485574832' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.000104410581511 3.8 "[50.0, 1e+20]" exp2syn 90.0
521 node_type_id=='485835055' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 5.0593562642999995e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
522 node_type_id=='485880739' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 8.0853156299e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
523 node_type_id=='486052980' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00022624661347999997 3.8 "[50.0, 1e+20]" exp2syn 90.0
524 node_type_id=='486110216' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00035472525902399997 3.8 "[50.0, 1e+20]" exp2syn 90.0
525 node_type_id=='487664663' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00020045107887900002 3.8 "[50.0, 1e+20]" exp2syn 90.0
526 node_type_id=='471129934' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00101844339098 3.8 "[50.0, 1e+20]" exp2syn 90.0
527 node_type_id=='471143169' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 3.57145344151e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
528 node_type_id=='471767045' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 9.40209490465e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
529 node_type_id=='485574832' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.000104410581511 3.8 "[50.0, 1e+20]" exp2syn 90.0
530 node_type_id=='485835055' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 5.0593562642999995e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
531 node_type_id=='485880739' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 8.0853156299e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
532 node_type_id=='486052980' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00022624661347999997 3.8 "[50.0, 1e+20]" exp2syn 90.0
533 node_type_id=='486110216' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00035472525902399997 3.8 "[50.0, 1e+20]" exp2syn 90.0
534 node_type_id=='487664663' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00020045107887900002 3.8 "[50.0, 1e+20]" exp2syn 90.0
535 node_type_id=='471143169' pop_name=='i5Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 7.001099370899999e-05 1.5 "[50.0, 300.0]" exp2syn 90.0
536 node_type_id=='486110216' pop_name=='i6Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00064801643709 1.5 "[50.0, 300.0]" exp2syn 90.0
537 node_type_id=='471143169' pop_name=='LIFi23Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 1.11237593421e-05 0.9 "[0.0, 50.0]" exp2syn 90.0
538 node_type_id=='486110216' pop_name=='LIFi4Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.000198203424893 1.5 "[50.0, 1e+20]" exp2syn 90.0
539 node_type_id=='471758398' pop_name=='LIFe4Nr5a1' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.0030992317796300003 1.5 "[0.0, 1e+20]" exp2syn 30.0
540 node_type_id=='100000102' pop_name=='e5Rbp4' DirectionRule_EE instanteneousExc.json NULL 0.00245849762437 3.0 NULL NULL 30.0
541 node_type_id=='100000102' pop_name=='e23Cux2' DirectionRule_EE instanteneousExc.json NULL 0.0038423207912700002 1.6 NULL NULL 30.0
542 node_type_id=='100000102' pop_name=='i6Pvalb' DirectionRule_others instanteneousInh.json NULL 0.00099405228246 0.9 NULL NULL 90.0
543 node_type_id=='100000102' pop_name=='e4Scnn1a' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
544 node_type_id=='100000102' pop_name=='i23Pvalb' DirectionRule_others instanteneousInh.json NULL 0.000291204922897 0.9 NULL NULL 90.0
545 node_type_id=='100000102' pop_name=='e4other' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
546 node_type_id=='100000102' pop_name=='i4Pvalb' DirectionRule_others instanteneousInh.json NULL 0.00011354361584100004 0.9 NULL NULL 90.0
547 node_type_id=='486110216' pop_name=='LIFe4Rorb' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.000688643322757 1.5 "[0.0, 1e+20]" exp2syn 30.0
548 node_type_id=='100000102' pop_name=='LIFe4Rorb' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
549 node_type_id=='100000102' pop_name=='e4Rorb' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
550 node_type_id=='100000102' pop_name=='i4Htr3a' DirectionRule_others instanteneousInh.json NULL 0.000283701626883 1.5 NULL NULL 90.0
551 node_type_id=='100000102' pop_name=='i4Sst' DirectionRule_others instanteneousInh.json NULL 0.000284979892885 1.5 NULL NULL 90.0
552 node_type_id=='100000102' pop_name=='e4Nr5a1' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
553 node_type_id=='100000102' pop_name=='e5noRbp4' DirectionRule_EE instanteneousExc.json NULL 0.00245849762437 3.0 NULL NULL 30.0
554 node_type_id=='100000102' pop_name=='LIFi23Htr3a' DirectionRule_others instanteneousInh.json NULL 0.0 1.5 NULL NULL 90.0
555 node_type_id=='100000102' pop_name=='i23Htr3a' DirectionRule_others instanteneousInh.json NULL 0.0008203160111799999 1.5 NULL NULL 90.0
556 node_type_id=='100000102' pop_name=='e4Rorb' DirectionRule_EE instanteneousInh.json NULL 0.0008203160111799999 1.5 NULL NULL 30.0
557 node_type_id=='100000102' pop_name=='i23Sst' DirectionRule_others instanteneousInh.json NULL 0.000884887113695 1.5 NULL NULL 90.0
558 node_type_id=='100000102' pop_name=='LIFi23Htr3a' DirectionRule_others instanteneousInh.json NULL 0.0 1.5 NULL NULL 90.0
559 node_type_id=='100000102' pop_name=='i5Sst' DirectionRule_others instanteneousInh.json NULL 0.000235328370887 1.5 NULL NULL 90.0
560 node_type_id=='100000102' pop_name=='LIFe5Rbp4' DirectionRule_EE instanteneousExc.json NULL 0.00245849762437 3.0 NULL NULL 30.0
561 node_type_id=='100000102' pop_name=='LIFe23Cux2' DirectionRule_EE instanteneousExc.json NULL 0.0038423207912700002 1.6 NULL NULL 30.0
562 node_type_id=='471758398' pop_name=='LIFi6Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 0.00031339589704 0.9 "[0.0, 50.0]" exp2syn 90.0
563 node_type_id=='100000102' pop_name=='LIFi6Pvalb' DirectionRule_others instanteneousInh.json NULL 0.00099405228246 0.9 NULL NULL 90.0
564 node_type_id=='100000102' pop_name=='LIFe4Scnn1a' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
565 node_type_id=='471758398' pop_name=='LIFi23Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 4.70591699995e-05 0.9 "[0.0, 50.0]" exp2syn 90.0
566 node_type_id=='100000102' pop_name=='LIFi23Pvalb' DirectionRule_others instanteneousInh.json NULL 0.000291204922897 0.9 NULL NULL 90.0
567 node_type_id=='100000102' pop_name=='LIFe4other' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
568 node_type_id=='100000102' pop_name=='LIFi4Pvalb' DirectionRule_others instanteneousInh.json NULL 0.00011354361584100004 0.9 NULL NULL 90.0
569 node_type_id=='100000102' pop_name=='LIFe4Rorb' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
570 node_type_id=='100000102' pop_name=='LIFi4Htr3a' DirectionRule_others instanteneousInh.json NULL 0.000283701626883 1.5 NULL NULL 90.0
571 node_type_id=='471758398' pop_name=='LIFi4Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 8.6387982143e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
572 node_type_id=='100000102' pop_name=='LIFi4Sst' DirectionRule_others instanteneousInh.json NULL 0.000284979892885 1.5 NULL NULL 90.0
573 node_type_id=='100000102' pop_name=='LIFe4Nr5a1' DirectionRule_EE instanteneousExc.json NULL 0.016905004350799998 2.3 NULL NULL 30.0
574 node_type_id=='100000102' pop_name=='LIFe5noRbp4' DirectionRule_EE instanteneousExc.json NULL 0.00245849762437 3.0 NULL NULL 30.0
575 node_type_id=='100000102' pop_name=='LIFi23Htr3a' DirectionRule_others instanteneousInh.json NULL 0.0008203160111799999 1.5 NULL NULL 90.0
576 node_type_id=='100000102' pop_name=='i23Htr3a' DirectionRule_others instanteneousInh.json NULL 0.0008203160111799999 1.5 NULL NULL 90.0
577 node_type_id=='100000102' pop_name=='LIFi23Sst' DirectionRule_others instanteneousInh.json NULL 0.000884887113695 1.5 NULL NULL 90.0
578 node_type_id=='471758398' pop_name=='LIFi6Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 4.15196452897e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
579 node_type_id=='471758398' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.00033215716231800005 1.5 "[50.0, 1e+20]" exp2syn 90.0
580 node_type_id=='100000102' pop_name=='LIFi5Sst' DirectionRule_others instanteneousInh.json NULL 0.000235328370887 1.5 NULL NULL 90.0
581 node_type_id=='100000102' pop_name=='i1Htr3a' DirectionRule_others instanteneousInh.json NULL 0.00023475385463499998 3.8 NULL NULL 90.0
582 node_type_id=='471758398' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 0.00017544345378000002 3.8 "[50.0, 1e+20]" exp2syn 90.0
583 node_type_id=='100000102' pop_name=='LIFi1Htr3a' DirectionRule_others instanteneousInh.json NULL 0.00023475385463499998 3.8 NULL NULL 90.0
584 node_type_id=='487661754' pop_name=='e5Rbp4' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 2.33570007277e-05 3.0 "[0.0, 200.0]" exp2syn 30.0
585 node_type_id=='487661754' pop_name=='e23Cux2' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.000182520075015 1.6 "[0.0, 200.0]" exp2syn 30.0
586 node_type_id=='487661754' pop_name=='i6Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 0.000238502968411 0.9 "[0.0, 50.0]" exp2syn 90.0
587 node_type_id=='487661754' pop_name=='e4Scnn1a' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.000481819009147 2.3 "[0.0, 200.0]" exp2syn 30.0
588 node_type_id=='487661754' pop_name=='i23Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 3.88160349825e-05 0.9 "[0.0, 50.0]" exp2syn 90.0
589 node_type_id=='487661754' pop_name=='e4other' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.000481819009147 2.3 "[0.0, 200.0]" exp2syn 30.0
590 node_type_id=='487661754' pop_name=='i4Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 3.63233853168e-05 0.9 "[0.0, 50.0]" exp2syn 90.0
591 node_type_id=='487661754' pop_name=='e4Rorb' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.000481819009147 2.3 "[0.0, 200.0]" exp2syn 30.0
592 node_type_id=='487661754' pop_name=='LIFe4Rorb' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.000481819009147 2.3 "[0.0, 200.0]" exp2syn 30.0
593 node_type_id=='487661754' pop_name=='i4Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.44172755826e-05 1.5 "[50.0, 300.0]" exp2syn 90.0
594 node_type_id=='487661754' pop_name=='i4Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.5756800706999997e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
595 node_type_id=='487661754' pop_name=='e4Nr5a1' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.000481819009147 2.3 "[0.0, 200.0]" exp2syn 30.0
596 node_type_id=='487661754' pop_name=='e5noRbp4' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 2.33570007277e-05 3.0 "[0.0, 200.0]" exp2syn 30.0
597 node_type_id=='487661754' pop_name=='LIFi23Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.0 1.5 "[50.0, 300.0]" exp2syn 90.0
598 node_type_id=='487661754' pop_name=='i23Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.94174655112e-05 1.5 "[50.0, 300.0]" exp2syn 90.0
599 node_type_id=='487661754' pop_name=='e4Rorb' DirectionRule_EE GABA_InhToExc.json "[""basal"", ""apical""]" 2.94174655112e-05 1.5 "[50.0, 300.0]" exp2syn 30.0
600 node_type_id=='487661754' pop_name=='i23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 3.33237902105e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
601 node_type_id=='487661754' pop_name=='i5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 1.06346111226e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
602 node_type_id=='487661754' pop_name=='LIFe5Rbp4' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 2.33570007277e-05 3.0 "[0.0, 200.0]" exp2syn 30.0
603 node_type_id=='487661754' pop_name=='LIFe23Cux2' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.000182520075015 1.6 "[0.0, 200.0]" exp2syn 30.0
604 node_type_id=='487661754' pop_name=='LIFi6Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 0.000238502968411 0.9 "[0.0, 50.0]" exp2syn 90.0
605 node_type_id=='487661754' pop_name=='LIFe4Scnn1a' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.0014454570274400002 2.3 "[0.0, 200.0]" exp2syn 30.0
606 node_type_id=='487661754' pop_name=='LIFi23Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 3.88160349825e-05 0.9 "[0.0, 50.0]" exp2syn 90.0
607 node_type_id=='487661754' pop_name=='LIFe4other' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.0014454570274400002 2.3 "[0.0, 200.0]" exp2syn 30.0
608 node_type_id=='487661754' pop_name=='LIFi4Pvalb' DirectionRule_others GABA_InhToExc.json "[""somatic"", ""basal"", ""apical""]" 3.63233853168e-05 0.9 "[0.0, 50.0]" exp2syn 90.0
609 node_type_id=='487661754' pop_name=='LIFe4Rorb' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.0014454570274400002 2.3 "[0.0, 200.0]" exp2syn 30.0
610 node_type_id=='487661754' pop_name=='LIFi4Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.44172755826e-05 1.5 "[50.0, 300.0]" exp2syn 90.0
611 node_type_id=='487661754' pop_name=='LIFi4Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.5756800706999997e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
612 node_type_id=='487661754' pop_name=='LIFe4Nr5a1' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 0.0014454570274400002 2.3 "[0.0, 200.0]" exp2syn 30.0
613 node_type_id=='487661754' pop_name=='LIFe5noRbp4' DirectionRule_EE AMPA_ExcToExc.json "[""basal"", ""apical""]" 2.33570007277e-05 3.0 "[0.0, 200.0]" exp2syn 30.0
614 node_type_id=='487661754' pop_name=='LIFi23Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.94174655112e-05 1.5 "[50.0, 300.0]" exp2syn 90.0
615 node_type_id=='487661754' pop_name=='i23Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 2.94174655112e-05 1.5 "[50.0, 300.0]" exp2syn 90.0
616 node_type_id=='487661754' pop_name=='LIFi23Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 3.33237902105e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
617 node_type_id=='487661754' pop_name=='LIFi5Sst' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 1.06346111226e-05 1.5 "[50.0, 1e+20]" exp2syn 90.0
618 node_type_id=='487661754' pop_name=='i1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 3.04144700015e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
619 node_type_id=='487661754' pop_name=='LIFi1Htr3a' DirectionRule_others GABA_InhToExc.json "[""apical""]" 3.04144700015e-05 3.8 "[50.0, 1e+20]" exp2syn 90.0
620 node_type_id=='487661754' pop_name=='LIFi23Htr3a' DirectionRule_others GABA_InhToExc.json "[""basal"", ""apical""]" 0.0 1.5 "[50.0, 300.0]" exp2syn 90.0
621 node_type_id=='100000103' pop_name=='e5Rbp4' DirectionRule_others instanteneousExc.json NULL 0.0116432948096 1.2 NULL NULL 90.0
622 node_type_id=='100000103' pop_name=='i6Pvalb' DirectionRule_others instanteneousInh.json NULL 0.011403656603600001 1.6 NULL NULL 50.0
623 node_type_id=='100000103' pop_name=='i5Pvalb' DirectionRule_others instanteneousInh.json NULL 0.011403656603600001 1.6 NULL NULL 50.0
624 node_type_id=='100000103' pop_name=='e5noRbp4' DirectionRule_others instanteneousExc.json NULL 0.0116432948096 1.2 NULL NULL 90.0
625 node_type_id=='100000103' pop_name=='e6Ntsr1' DirectionRule_others instanteneousExc.json NULL 0.018761913305200002 1.2 NULL NULL 90.0
626 node_type_id=='100000103' pop_name=='i6Htr3a' DirectionRule_others instanteneousInh.json NULL 0.005104075511310001 1.5 NULL NULL 50.0
627 node_type_id=='100000103' pop_name=='i6Htr3a' DirectionRule_others instanteneousInh.json NULL 0.005104075511310001 1.5 NULL NULL 50.0
628 node_type_id=='100000103' pop_name=='i5Htr3a' DirectionRule_others instanteneousInh.json NULL 0.005104075511310001 1.5 NULL NULL 50.0
629 node_type_id=='100000103' pop_name=='i6Sst' DirectionRule_others instanteneousInh.json NULL 0.0061631407740900005 1.5 NULL NULL 50.0
630 node_type_id=='100000103' pop_name=='i5Sst' DirectionRule_others instanteneousInh.json NULL 0.0061631407740900005 1.5 NULL NULL 50.0
631 node_type_id=='100000103' pop_name=='LIFe5Rbp4' DirectionRule_others instanteneousExc.json NULL 0.0116432948096 1.2 NULL NULL 90.0
632 node_type_id=='100000103' pop_name=='LIFi6Pvalb' DirectionRule_others instanteneousInh.json NULL 0.011403656603600001 1.6 NULL NULL 50.0
633 node_type_id=='100000103' pop_name=='LIFi5Pvalb' DirectionRule_others instanteneousInh.json NULL 0.011403656603600001 1.6 NULL NULL 50.0
634 node_type_id=='100000103' pop_name=='i5Htr3a' DirectionRule_others instanteneousExc.json NULL 0.0 1.2 NULL NULL 50.0
635 node_type_id=='100000103' pop_name=='LIFe5noRbp4' DirectionRule_others instanteneousExc.json NULL 0.0116432948096 1.2 NULL NULL 90.0
