timestamps population node_ids
1.3750000000999971 column 422
6.375000000100057 column 422
11.375000000099888 column 422
16.400000000099602 column 422
21.400000000099322 column 422
26.400000000099034 column 422
31.40000000009875 column 422
36.40000000009972 column 422
41.40000000010085 column 422
46.400000000102 column 422
1.5750000000999964 column 748
6.5500000001000585 column 748
11.650000000099874 column 748
21.650000000099308 column 748
26.725000000099016 column 748
36.65000000009977 column 748
41.72500000010093 column 748
1.3250000000999973 column 367
11.225000000099897 column 367
21.37500000009932 column 367
36.27500000009969 column 367
